9.992195367813110352e-01,-3.562591446097940207e-04,1.535588979721069336e+00
3.185812616720795631e-03,1.001832485198974609e+00,-6.500128746032714844e+00
-1.201065629174991045e-06,5.072287876828340814e-06,9.989147782325744629e-01
9.841283559799194336e-01,-2.015044214203953743e-03,3.284549331665039062e+01
-8.253918029367923737e-03,9.947662949562072754e-01,5.107581615447998047e+00
-1.903490738186519593e-05,-5.065056939201895148e-06,1.013836741447448730e+00
8.637326660156250000e+02,0.000000000000000000e+00,6.438975219726562500e+02
0.000000000000000000e+00,8.633334350585937500e+02,3.644312744140625000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.667478027343750000e+02,0.000000000000000000e+00,6.360546264648437500e+02
0.000000000000000000e+00,8.662592163085937500e+02,3.702278747558593750e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.998682141304016113e-01,-5.014559719711542130e-03,-1.543939579278230667e-02
4.879677668213844299e-03,9.999496936798095703e-01,-8.761533536016941071e-03
1.548255514353513718e-02,8.685040287673473358e-03,9.998424053192138672e-01
-2.686148405075073242e+00,-3.358088433742523193e-03,-4.433851316571235657e-02
